Title,Artist,Year,Genre,path,language,rhythmic_density,num_notes,total_duration,avg_ioi,stdev_ioi,nPVI,periodicity,lz_complexity,norm_lz_complexity,,,,
The Boys From The County Armagh,Traditional Irish,2008,Desconocido,Wikifonia/Traditional Irish - The Boys From The County Armagh.mxl,English,0.71875,138,192,1.05649717514124,0.816271765176762,32.6381647549531,3.16949152542373,54,0.391304347826087,,,,
La vie en rose,Louiguy,2020,"jazz, electronic, power electronics, industrial","Wikifonia/Louiguy, Edith Piaf - La vie en rose.mxl",French,1.24170616113744,131,105.5,0.567039106145251,0.579903337766108,23.5662115662116,1.66759776536313,46,0.351145038167939,,,,
Moonlight Serenade,Glenn Miller,1985,"jazz, ragtime, big band, swing","Wikifonia/Glenn Miller, Mitchell Parish - Moonlight Serenade.mxl",English,1.00751879699248,134,133,0.68041237113402,0.807563793221235,38.0917161368289,2.02577319587629,61,0.455223880597015,,,,
The Glow Worm,Lilla Caley Robinson,2021,"alternative rock, rock","Wikifonia/Lilla Caley Robinson, Paul Lincke, Johnny Mercer - The Glow Worm.mxl",English,1.05882352941176,72,68,0.744186046511628,0.579415232711674,29.7920858484239,2.09302325581395,33,0.458333333333333,,,,
The Birds And The Bees,Herb Newman,Desconocido,"alternative rock, rock, indie pop, ambient, jazz, indie, latin, downtempo, pop, trip hop, hip hop, synth-pop, electronic",Wikifonia/Herb Newman - The Birds And The Bees.mxl,English,1.19827586206897,139,116,0.707006369426752,0.802155904734753,28.9993098688751,1.26114649681529,47,0.338129496402878,,,,
The Odd Couple,Neal Hefti,1968,"rock, soft rock, soundtrack, jazz, easy listening, exotica","Wikifonia/Neal Hefti, Sammy Cahn - The Odd Couple.mxl",No Lyrics,0.976,122,125,0.792763157894737,0.922627491334106,31.6620752984389,1.91447368421053,52,0.426229508196721,,,,
Old Shep,Clyde (Red)  Foley,1941,"country, folk",Wikifonia/Clyde (Red)  Foley - Old Shep.mxl,English,0.823529411764706,126,153,0.942675159235669,0.800016227674272,35.0019047619047,1.80891719745223,56,0.444444444444444,,,,
Winter Draws On,Will E. Haines,2020,new age,"Wikifonia/Will E. Haines, Jimmy Harper - Winter Draws On.mxl",English,0.675,135,200,0.98974358974359,0.960714176602788,33.6318407960199,2.87692307692308,46,0.340740740740741,,,,
More than you know,Vincent Youmans,2007,Desconocido,"Wikifonia/Vincent Youmans, Edward Eliscu, William Rose - More than you know.mxl",English,0.891304347826087,123,138,0.705263157894737,0.805119812949639,31.0538641686182,1.33684210526316,52,0.422764227642276,,,,
Blue Bossa,any,2015,latin,Wikifonia/any - Blue Bossa.mxl,No Lyrics,0.322314049586777,39,121,1.01587301587302,1.06520828117685,34.6289967342599,1.9047619047619,22,0.564102564102564,,,,
The coffee song,B.Hilliard,Desconocido,Desconocido,"Wikifonia/B.Hilliard, D. Miles - The coffee song.mxl",English,0.758389261744966,113,149,0.966666666666667,0.886315720020555,23.7670068027211,1.93333333333333,36,0.31858407079646,,,,
Wild World,Cat Stevens,2020,Desconocido,Wikifonia/Cat Stevens - Wild World.mxl,English,2.25531914893617,159,70.5,0.373670212765957,0.321541893246775,21.8565400843882,0.675531914893617,47,0.29559748427673,,,,
A Blossom Fell,Dominic John,1955,"cool jazz, vocal jazz, jazz, easy listening, jazz vocals, swing, contemporary jazz, jazz: jazz vocals, death by lung cancer","Wikifonia/Dominic John, Harold Cornelius, Howard Barnes - A Blossom Fell.mxl",English,1.34090909090909,118,88,0.579861111111111,0.488276427445321,20.7407407407407,1.72916666666667,37,0.313559322033898,,,,
So Blue,B.G.De Sylva: Lew Brown and Ray Henderson,2024,"jazz, classical",Wikifonia/B.G.De Sylva: Lew Brown and Ray Henderson - So Blue.mxl,English,1.17105263157895,89,76,0.623931623931624,0.650134709597833,15.7034632034632,1.18803418803419,41,0.460674157303371,,,,
The Hobbit Song,Neil Fynn,1992,"alternative rock, rock, heavy metal, progressive rock, power metal, psychedelic rock, metal, electronic, filk, speed metal, experimental",Wikifonia/Neil Fynn - The Hobbit Song.mxl,English,0.727848101265823,345,474,1.08045977011494,1.32975143131008,30.8684016242157,2.80919540229885,119,0.344927536231884,,,,
(You've Got) Personality,Harold Logan,1997,"r&b, ballad, pop, vocal, rock & roll, country rock","Wikifonia/Harold Logan, Lloyd Price - (You've Got) Personality.mxl",English,1,132,132,0.790123456790123,0.675242057791332,27.2652368835575,2.27777777777778,51,0.386363636363636,,,,
Live For Life (Vivre Pour Vivre),Francis Lai,1967,"classical, early classical, romantic classical, soundtrack","Wikifonia/Francis Lai, Norman Gimbel - Live For Life (Vivre Pour Vivre).mxl",English,1.07407407407407,203,189,0.718146718146718,0.852941108435008,27.5530410183875,1.43629343629344,53,0.261083743842365,,,,
Don't Cry for Me Argentina,Andrew Lloyd Webber,2006,"rock, broadway, soundtrack, lounge, ballad, pop, musical","Wikifonia/Andrew Lloyd Webber, Tim Rice - Don't Cry for Me Argentina.mxl",English,1.08695652173913,400,368,0.914786967418547,0.789697094802802,29.3894131488117,2.56766917293233,144,0.36,,,,
Minnie the Moocher,Cab Calloway,2008,Desconocido,"Wikifonia/Cab Calloway, Irving Mills - Minnie the Moocher.mxl",English,1.03571428571429,87,84,0.647058823529412,0.598853741127566,44.5293466223699,1.94117647058824,41,0.471264367816092,,,,
Flow Gently Sweet Afton,Jonathan E. Spilman,2005,new age,"Wikifonia/Jonathan E. Spilman, Robert Burns - Flow Gently Sweet Afton.mxl",English,0.989690721649485,96,97,0.746031746031746,0.518491522890828,24.8721804511278,1.49206349206349,33,0.34375,,,,
Unclouded Day,Josiah K. Alwood,2013,"gospel, zz unknown genre","Wikifonia/Josiah K. Alwood, 1880 - Unclouded Day.mxl",English,1.06410256410256,332,312,0.629976580796253,0.559223909703941,28.7383110343836,1.20374707259953,90,0.271084337349398,,,,
Walkin' My Baby Back Home,Fred E. Alhert,2013,Desconocido,"Wikifonia/Fred E. Alhert, Roy Turk - Walkin' My Baby Back Home.mxl",English,1.1969696969697,158,132,0.60377358490566,0.687118611647257,31.3467223356596,1.13679245283019,65,0.411392405063291,,,,
Navy Hymn,John B. Dykes,2005,"rock, movie soundtrack, soundtrack, house, blues, synth-pop, electro, disco, dance, electronic, score, lo-fi, deep house","Wikifonia/John B. Dykes, William Whiting - Navy Hymn.mxl",No Lyrics,0.979591836734694,48,49,0.602564102564102,0.527202184485951,12.4822695035461,1.20512820512821,18,0.375,,,,
Russian Lullaby,Irving Berlin,1958,"rock/pop, hard bop, cool jazz, jazz, bebop, post-bop, modal jazz, instrumental jazz, folk, contemporary jazz, free jazz",Wikifonia/Irving Berlin - Russian Lullaby.mxl,English,0.794117647058823,81,102,0.846153846153846,0.909262729563956,11.5,1.69230769230769,29,0.358024691358025,,,,
I Get A Kick Out Of You,Cole Porter,1995,"musical, soundtrack",Wikifonia/Cole Porter - I Get A Kick Out Of You.mxl,English,0.56640625,145,256,1.13004484304933,1.11229445366381,24.9145299145299,2.08968609865471,57,0.393103448275862,,,,
You've Lost That Lovin' Feeling,Barry Mann,2006,"easy listening, vocal, pop, ballad","Wikifonia/Barry Mann, Cynthia Weil and Phil Spector - You've Lost That Lovin' Feeling.mxl",English,1.09615384615385,399,364,0.684410646387833,0.797338531476844,34.6947255785565,1.09125475285171,136,0.340852130325815,,,,
Two for the Road,Henry Mancini,Desconocido,"soundtrack, jazz, pop, easy listening, vocal","Wikifonia/Henry Mancini, Leslie Bricusse - Two for the Road.mxl",English,0.95,133,140,0.757062146892655,0.775278355879003,28.4881280335826,1.51412429378531,57,0.428571428571429,,,,
Memphis Blues,W. C. Handy,2021,Desconocido,Wikifonia/W. C. Handy - Memphis Blues.mxl,English,1.41911764705882,193,136,0.573913043478261,0.571015412343849,15.7844184324447,1.06739130434783,69,0.357512953367876,,,,
God on the Mountain,Tracy Dartt 1975,2019,Desconocido,Wikifonia/Tracy Dartt 1975 - God on the Mountain.mxl,English,0.730555555555555,263,360,1.02293577981652,1.08211950108671,37.3666875956953,1.79510703363914,91,0.346007604562738,,,,
"Ciao, ciao, bambino",Domenico Modugno,1975,Desconocido,"Wikifonia/Domenico Modugno, Mitchell Parish - Ciao, ciao, bambino.mxl",English,0.7109375,91,128,1.06034482758621,0.812497141676122,46.4691358024691,3.16810344827586,32,0.351648351648352,,,,
Monk's Mood,Thelonious Monk,1956,"hard bop, bop, jazz, bebop, post-bop, swing",Wikifonia/Thelonious Monk - Monk's Mood.mxl,No Lyrics,1.02884615384615,107,104,0.625,0.733143914930759,32.5855276798673,1.66875,48,0.448598130841121,,,,
KARNAVALSPOTPOURRI 123,Unknown,2024,Desconocido,Wikifonia/Unknown - KARNAVALSPOTPOURRI 123.mxl,No Lyrics,1.28636363636364,849,660,0.659638554216867,0.6074276444586,31.5494908655285,1.96385542168675,235,0.276796230859835,,,,
Bob-omb Battlefield,Koji Kondo,2019,Desconocido,Wikifonia/Koji Kondo - Bob-omb Battlefield.mxl,No Lyrics,0.918674698795181,305,332,1.07894736842105,0.85210703081641,22.9365079365079,4.16940789473684,72,0.236065573770492,,,,
Love Said Goodbye,Nino Rota,1974,Desconocido,"Wikifonia/Nino Rota, Larry Kusik - Love Said Goodbye.mxl",English,1.1,110,100,0.663194444444444,0.796759629145329,33.0799475753604,1.84375,52,0.472727272727273,,,,
Light Music Work #3,R.C.O Lomboy,2018,Desconocido,Wikifonia/R.C.O Lomboy - Light Music Work #3.mxl,No Lyrics,1.25,175,140,0.801724137931034,1.09965899301175,31.7312212241218,1.22413793103448,46,0.262857142857143,,,,
Honky-Tonk Woman,Keith Richards,2014,rockabilly,"Wikifonia/Keith Richards, Mick Jagger - Honky-Tonk Woman.mxl",English,0.830508474576271,196,236,0.730283911671924,1.02464008368677,24.4297924297924,1.58990536277603,59,0.301020408163265,,,,
It All Depends On You,Ray Henderson,1973,swing,"Wikifonia/Ray Henderson, B.G. DeSylva, Lew Brown - It All Depends On You.mxl",English,0.779411764705882,106,136,0.825,0.893028554974588,25.9712773998488,2.325,43,0.405660377358491,,,,
Nearer My God To Thee,Lowell Mason,Desconocido,Desconocido,"Wikifonia/Lowell Mason, Sarah F. Adams - Nearer My God To Thee.mxl",English,0.6875,44,64,0.895522388059701,0.904125343942131,38.8039867109634,1.7910447761194,21,0.477272727272727,,,,
Those Magnificent Men In Their Flying Machines,Ron Goodwin,2009,Desconocido,Wikifonia/Ron Goodwin - Those Magnificent Men In Their Flying Machines.mxl,No Lyrics,1.61224489795918,158,98,0.524324324324324,0.418968320249027,27.6615104640582,1.49189189189189,49,0.310126582278481,,,,
YELLOW,Coldplay,2000,"alternative rock / pop, alternative rock, pop rock, rock, soft rock, alternative pop, post-britpop, jazz, pop, britpop, pop/rock, alternative pop/rock, alternative and punk, permanent wave, britannique, alternative",Wikifonia/Coldplay - YELLOW.mxl,English,0.810714285714286,227,280,0.955882352941176,1.29403408821147,26.8216022206542,1.40257352941176,81,0.356828193832599,,,,
WE GOT TO GET YOU A WOMAN,Rungren,1983,"r&b, soul, pop-soul, am pop, motown","Wikifonia/Rungren, Rundgren - WE GOT TO GET YOU A WOMAN.mxl",English,1.20454545454545,212,176,0.595155709342561,0.763875608075512,23.0406981117882,0.948096885813149,55,0.259433962264151,,,,
How Can You Mend A Broken Heart,Barry Gibb,2021,"r&b, soul, old school soul","Wikifonia/Barry Gibb, Maurice Gibb, Robin Gibb - How Can You Mend A Broken Heart.mxl",English,1.125,135,120,0.716049382716049,0.783464416159731,38.4303258930124,1.88888888888889,56,0.414814814814815,,,,
The Birthday of a King,William H. Neidlinger 1900,Desconocido,Desconocido,Wikifonia/William H. Neidlinger 1900 - The Birthday of a King.mxl,English,1.01515151515152,134,132,0.698324022346369,0.687922535292014,25.6784819190834,2.09497206703911,60,0.447761194029851,,,,
I Could Write A Book,Richard Rodgers,1940,jazz,"Wikifonia/Richard Rodgers, Lorenz Hart - I Could Write A Book.mxl",English,0.621212121212121,82,132,1.06779661016949,0.99769916289908,35.5555555555556,3.20338983050847,34,0.414634146341463,,,,
Shady Grove,Traditional,Desconocido,"rock, traditional, folk rock, country blues, blues, celtic, folk, bluegrass",Wikifonia/Traditional - Shady Grove.mxl,English,1.6875,54,32,0.434782608695652,0.411897724380357,38.8679245283019,0.869565217391304,30,0.555555555555556,,,,
Cuando Calienta el Sol,Carlos Rigual,1962,latin,"Wikifonia/Carlos Rigual, Carlso Martinoli - Cuando Calienta el Sol.mxl",Occitan,1.35416666666667,65,48,0.45360824742268,0.594332852484631,25.0251831501831,1.34536082474227,27,0.415384615384615,,,,
I Wonder Who's Kissing Her Now,Joseph E. Howard,1963,Desconocido,"Wikifonia/Joseph E. Howard, Harold Orlob, Will M. Hough, Frank R. Adams - I Wonder Who's Kissing Her Now.mxl",English,0.656565656565657,65,99,1.02173913043478,0.872007440005721,22.2916666666667,1.80434782608696,25,0.384615384615385,,,,
I Will Follow Him,Del Roma,1994,Desconocido,"Wikifonia/Del Roma, J.W.Stole, Arthur Altman, Norman Gimbel(Eng.) - I Will Follow Him.mxl",English,1,192,192,0.81578947368421,0.902635415060131,31.461511147375,3.00877192982456,70,0.364583333333333,,,,
Egyutt fog ujjongni,Unknown,2005,pop,Wikifonia/Unknown - Egyutt fog ujjongni.mxl,Hungarian,1.35714285714286,76,56,0.598314606741573,0.582538489744526,24.2031746031746,1.66011235955056,29,0.381578947368421,,,,
Dear Hearts And Gentle People,Sammy Fain,Desconocido,Desconocido,"Wikifonia/Sammy Fain, Bob Hilliard - Dear Hearts And Gentle People.mxl",English,0.628676470588235,171,272,1.15151515151515,1.08151923307079,38.0112044817927,3.36363636363636,60,0.350877192982456,,,,
Who Can I Turn To,Leslie Bricusse,2011,Desconocido,"Wikifonia/Leslie Bricusse, Anthony Newley - Who Can I Turn To.mxl",English,0.921875,118,128,0.729411764705882,0.632701682220872,17.5498575498575,1.32941176470588,38,0.322033898305085,,,,
"The Army, the Navy and the Air Force",Edward Lockton,Desconocido,"contemporary classical, movie soundtrack, soundtrack, classical, marching song, score","Wikifonia/Edward Lockton , Herman Darewski - The Army, the Navy and the Air Force.mxl",English,0.563432835820896,151,268,1.40322580645161,1.10414191982687,31.3777777777777,2.74193548387097,61,0.403973509933775,,,,
Just Walking In The Rain,Johnny Bragg,Desconocido,Desconocido,"Wikifonia/Johnny Bragg, Robert S.Riley - Just Walking In The Rain.mxl",English,0.771428571428571,108,140,1.07142857142857,1.2285960376519,39.0624536418929,2.05555555555556,49,0.453703703703704,,,,
"Oh My Darling, Clementine",Traditional adapted by Vernon Dalhart,2020,schlager,"Wikifonia/Traditional adapted by Vernon Dalhart, Percy Montrose or Bradford Barker (disputed) - Oh My Darling, Clementine.mxl",English,1.21212121212121,120,99,0.676258992805755,0.483033390837252,9.65186074429772,3.38129496402878,41,0.341666666666667,,,,
Sway - Part 2,Pablo Beltran Ruiz,1979,Desconocido,"Wikifonia/Pablo Beltran Ruiz, Norman Gimbel - Sway - Part 2.mxl",English,0.94,94,100,0.816239316239316,0.937729931381748,30.5695976663719,1.45014245014245,40,0.425531914893617,,,,
"Toot, Toot, Tootsie",Ted Fiorito,1957,"rock, lounge, jazz, pop, big band","Wikifonia/Ted Fiorito, Gus Kahn, Ernie Erdman, Dan Russo - Toot, Toot, Tootsie.mxl",English,0.584821428571429,131,224,1.15183246073298,1.1858609849369,37.5018315018314,3.32984293193717,46,0.351145038167939,,,,
If I Loved You,Oscar Hammerstein II,Desconocido,Desconocido,"Wikifonia/Oscar Hammerstein II, Richard Rodgers - If I Loved You.mxl",English,0.604838709677419,75,124,1.15384615384615,1.26670299958272,51.6087516087516,2.19230769230769,38,0.506666666666667,,,,
Clair De Lune,Claude Debussey,1990,classical,Wikifonia/Claude Debussey - Clair De Lune.mxl,No Lyrics,1.03086419753086,334,324,0.70374449339207,0.63167777843901,20.9094809094809,1.30616740088106,104,0.311377245508982,,,,
Yesterday Once More,Richard Carpenter and John Bettis,1997,"classical, stage & screen, instrumental, pop, background vocals, chorus",Wikifonia/Richard Carpenter and John Bettis - Yesterday Once More.mxl,English,1.08888888888889,196,180,0.694444444444444,0.758149434065539,27.2582232582232,2.42063492063492,66,0.336734693877551,,,,
Yardbird Suite,Charlie Parker,Desconocido,Desconocido,Wikifonia/Charlie Parker - Yardbird Suite.mxl,No Lyrics,1.02884615384615,107,104,0.694444444444444,0.698322504998697,39.0786571918647,1.75,45,0.420560747663551,,,,
"Cuddle Up A Little Closer, Lovey Mine",Karl Hoschna,1994,Desconocido,"Wikifonia/Karl Hoschna, Otto Harbach - Cuddle Up A Little Closer, Lovey Mine.mxl",English,0.848484848484848,112,132,0.817610062893082,0.851231781633099,45.9402259402259,1.50314465408805,49,0.4375,,,,
Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,Lee Pockriss,2007,"comedy country, punk, pop rock, rock","Wikifonia/Lee Pockriss, Paul J. Vance - Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini.mxl",English,1.5,126,84,0.596428571428571,0.372714121447699,22.4,3.85,37,0.293650793650794,,,,
Parfum des iles,Eduard Pajaniandy,2019,Desconocido,Wikifonia/Eduard Pajaniandy - Parfum des iles.mxl,No Lyrics,1.7027027027027,126,74,0.461538461538462,0.483836370208043,25.9040692640693,1.16346153846154,52,0.412698412698413,,,,
"Napfiv?r, Holdn?v?r",Unknown,2023,Desconocido,"Wikifonia/Unknown - Napfiv?r, Holdn?v?r.mxl",Hungarian,1.25,110,88,0.52760736196319,0.543369214718762,29.5230152110886,0.98159509202454,48,0.436363636363636,,,,
"Goodbye World, Goodbye",Mosie Lister,2002,Desconocido,"Wikifonia/Mosie Lister, 1965 - Goodbye World, Goodbye.mxl",English,0.905405405405405,268,296,0.723495702005731,0.823312436114042,30.0295586753305,2.07163323782235,89,0.332089552238806,,,,
I Got a Wife,Erwin Herbert Dutch Wenzlaff,2006,Desconocido,"Wikifonia/Erwin Herbert Dutch Wenzlaff, Edward C. Mascari - I Got a Wife.mxl",English,1.31313131313131,130,99,0.644736842105263,0.468169654596242,16.1018826135105,1.89473684210526,45,0.346153846153846,,,,
California Dreaming,John Phillips,2001,"smooth jazz, pop rock, rock, cool jazz, folk rock, jazz, ballad, bebop, pop, easy listening, adult contemporary, psytrance, soul jazz, classic rock, electronic, country rock","Wikifonia/John Phillips, Michelle Phillips - California Dreaming.mxl",English,0.875,147,168,0.771428571428571,0.92116706022006,28.0713198521418,1.8,52,0.353741496598639,,,,
Light Music Work #2,R.C.O Lomboy,2018,Desconocido,Wikifonia/R.C.O Lomboy - Light Music Work #2.mxl,No Lyrics,0.895833333333333,86,96,1.09302325581395,1.50292665634185,36.8515406162465,9,35,0.406976744186047,,,,
Nervous Little Thing,Frederik Sioen,2005,"alternative rock, pop rock, rock, pop, singer-songwriter, modern classical, electronic",Wikifonia/Frederik Sioen - Nervous Little Thing.mxl,English,0.816176470588235,222,272,0.797619047619048,0.934997605099579,18.974358974359,1.60119047619048,62,0.279279279279279,,,,
More Of You,Gloria Gaither,2014,Desconocido,"Wikifonia/Gloria Gaither, Williaim Gaither & Gary Paxton 1977 - More Of You.mxl",English,0.88013698630137,257,292,0.719653179190753,0.961403054640743,23.037518037518,1.94508670520231,96,0.373540856031128,,,,
A Little Bit Independent,Edgar Leslie & Joe Burke,1950,"jazz, vocal",Wikifonia/Edgar Leslie & Joe Burke - A Little Bit Independent.mxl,English,1.20792079207921,122,101,0.660958904109589,0.654763712234477,47.3171715660777,1.85445205479452,63,0.516393442622951,,,,
chasing CARS,sNOWPATROL,2015,Desconocido,Wikifonia/sNOWPATROL - chasing CARS.mxl,English,0.703804347826087,259,368,1.18421052631579,1.58859443265679,19.2764857881137,1.23684210526316,68,0.262548262548263,,,,
S?rgul m?r a kukoricasz?r,Hungarian song,2022,Desconocido,Wikifonia/Hungarian song - S?rgul m?r a kukoricasz?r.mxl,Hungarian,1.34375,43,32,0.555555555555556,0.477906959280146,35.124716553288,1.11111111111111,19,0.441860465116279,,,,
Somewhere Along The Way,Kurt Adams,1959,"space rock, rock, rock and roll, pop, easy listening","Wikifonia/Kurt Adams, Sammy Gallop - Somewhere Along The Way.mxl",English,1.08928571428571,183,168,0.697872340425532,0.857711625157303,31.3640327926042,2.5531914893617,72,0.39344262295082,,,,
Sweet Violets,Cy Coben,1967,Desconocido,"Wikifonia/Cy Coben, Charles Grean - Sweet Violets.mxl",English,0.798611111111111,115,144,1.00724637681159,0.68626669945199,16.0233918128655,2,30,0.260869565217391,,,,
Sweet Georgia Brown,Ben Bernie,Desconocido,Desconocido,"Wikifonia/Ben Bernie, Maceo Pinkard - Sweet Georgia Brown.mxl",English,0.8046875,103,128,1.016,0.817156043849642,24.0471946354299,2.904,37,0.359223300970874,,,,
Mona Lisa,Jay Livingston,2022,Desconocido,"Wikifonia/Jay Livingston, Ray Evans - Mona Lisa.mxl",English,1.37647058823529,117,85,0.6,0.563717817509592,27.4411603721948,2.94444444444444,43,0.367521367521368,,,,
Grandma Got Run Over By A Reindeer,Randy Brooks,2014,Desconocido,Wikifonia/Randy Brooks - Grandma Got Run Over By A Reindeer.mxl,English,1.125,108,96,0.736,0.945676477448815,30.2863076694852,6.6,32,0.296296296296296,,,,
The Blue Room,Richard Rogers,Desconocido,"rock, pop, progressive rock, classic rock, art rock","Wikifonia/Richard Rogers, Lorenz Hart - The Blue Room.mxl",English,0.826923076923077,86,104,0.735714285714286,0.735436840890349,32.078431372549,2.05714285714286,40,0.465116279069767,,,,
I Wonder as I Wander,John Jacob Niles,2003,Desconocido,Wikifonia/John Jacob Niles - I Wonder as I Wander.mxl,English,0.901960784313726,184,204,0.780392156862745,0.702103173202369,18.8706739526412,2.98039215686275,49,0.266304347826087,,,,
MY LITTLE LADY,D.Pace,2005,"rock pop, folk rock","Wikifonia/D.Pace, L. Pilat, M. Panzri, A. Blakly, L. Hawkes - MY LITTLE LADY.mxl",English,1.4863813229572,191,128.5,0.60952380952381,0.517844827439768,20.9906584643427,1.77142857142857,52,0.272251308900524,,,,
I Want To Live,John Denver,1984,"soundtracks, bebop, experimental rock, free jazz, electronic, speed/thrash metal, stage & screen, heavy metal, blues rock, rock, jazz, alternative/indie rock, country, noise, folk, modern composition, thrash metal, avant-garde, pop/rock, avant-garde jazz, film music, modern creative, classic rock, country rock, art rock",Wikifonia/John Denver - I Want To Live.mxl,English,1.42682926829268,234,164,0.550877192982457,0.651167949432962,12.5894134477825,1.02456140350877,67,0.286324786324786,,,,
I Guess I'll Have To Change My Plan,Arthur Schwartz,1999,jazz,"Wikifonia/Arthur Schwartz, Howard Dietz - I Guess I'll Have To Change My Plan.mxl",English,1.1547619047619,97,84,0.647058823529412,0.528009346971597,37.1428571428571,3.88235294117647,36,0.371134020618557,,,,
This Is Me,Julie Brown,2025,christmas,"Wikifonia/Julie Brown, Paul Brown, Regina Hicks, Karen Gist - This Is Me.mxl",English,1.77,354,200,0.459016393442623,0.493002051872461,29.966602487849,1.16803278688525,117,0.330508474576271,,,,
Some Day My Heart Will Awake,Ivor Novello,Desconocido,Desconocido,"Wikifonia/Ivor Novello, Christopher Hassall - Some Day My Heart Will Awake.mxl",English,0.684848484848485,113,165,0.958333333333333,0.979578181003647,28.2039785611214,1.875,49,0.433628318584071,,,,
The Logical Song,Richard Davies,2019,easy listening,"Wikifonia/Richard Davies, Roger Hodgson - The Logical Song.mxl",English,0.867052023121387,300,346,0.879177377892031,0.89818631414223,17.6684185379837,1.12853470437018,80,0.266666666666667,,,,
IK MEEN 'T,Unknown,1984,"ballad, pop, schlager",Wikifonia/Unknown - IK MEEN 'T.mxl,No Lyrics,1.19817073170732,393,328,0.637795275590551,0.785860943586616,34.5130126467398,1.2755905511811,107,0.272264631043257,,,,
Too Darn Hot,Cole Porter,2003,"theme, vocal jazz, broadway, soundtrack, jazz, pop, jazz vocals, swing, contemporary jazz, jazz: jazz vocals, musical",Wikifonia/Cole Porter - Too Darn Hot.mxl,English,0.794354838709677,197,248,0.84965034965035,0.917077611915208,32.8377065111759,1.32517482517483,73,0.370558375634518,,,,
Linda,Jack Lawrence,Desconocido,"country, pop",Wikifonia/Jack Lawrence - Linda.mxl,English,1.23529411764706,168,136,0.634615384615385,0.618157813863285,26.3261492508262,1.25961538461538,70,0.416666666666667,,,,
Ye Banks and Braes,James Miller,Desconocido,"rock, folk rock, folk punk, punk rock, folk, punk","Wikifonia/James Miller, Robert Burns - Ye Banks and Braes.mxl",English,0.918367346938775,90,98,0.764227642276423,0.560651491142632,16.2011771000535,1.52845528455285,33,0.366666666666667,,,,
IK HEB UNNE SPIJKER IN MUNNE KOP,Arr. H. Laukens,1978,Desconocido,Wikifonia/Arr. H. Laukens - IK HEB UNNE SPIJKER IN MUNNE KOP.mxl,No Lyrics,0.975517890772128,259,265.5,0.843450479233227,0.720155009677103,21.9896640826873,3.25878594249201,80,0.308880308880309,,,,
Y.M.C.A,Village People,1980,disco,Wikifonia/Village People  - Y.M.C.A.mxl,English,1.31203007518797,698,532,0.627261761158022,0.565332277580703,26.3049018572691,1.09227985524729,154,0.220630372492837,,,,
A faluban nincs t?bb kisl?ny,Hungarian song,Desconocido,Desconocido,Wikifonia/Hungarian song - A faluban nincs t?bb kisl?ny.mxl,Hungarian,0.875,28,32,0.882352941176471,0.529411764705882,4.93827160493827,1.70588235294118,10,0.357142857142857,,,,
My Foolish Heart,Ned Washington,1979,"jazz, country, rare groove nuggets/american","Wikifonia/Ned Washington, Victor Young - My Foolish Heart.mxl",English,1.13138686131387,155,137,0.645933014354067,0.625127902940234,38.3673469387755,1.27272727272727,57,0.367741935483871,,,,
Beautiful that way,Noa,2024,"jazz rock, smooth jazz, pop rock, rock, soft rock, theme, jazz, ballad, downtempo, leftfield, pop, club-house, synth-pop, electro, soul jazz, electronic",Wikifonia/Noa - Beautiful that way.mxl,English,0.68452380952381,230,336,0.864690721649485,0.894781927712747,24.9490538573508,1.91752577319588,77,0.334782608695652,,,,
Tammy,Jay Livingston,1998,Desconocido,"Wikifonia/Jay Livingston, Ray Evans - Tammy.mxl",English,0.898148148148148,97,108,0.760869565217391,0.717830344354863,32.8670634920635,1.52173913043478,37,0.381443298969072,,,,
Baby It's Cold Outside,Frank Loesser,Desconocido,Desconocido,Wikifonia/Frank Loesser - Baby It's Cold Outside.mxl,English,0.875,119,136,0.774096385542169,0.870461082837093,43.3898305084746,1.34939759036145,46,0.386554621848739,,,,
Nem loptam ?n ?letembe,Hungarian folk song,Desconocido,Desconocido,Wikifonia/Hungarian folk song - Nem loptam ?n ?letembe.mxl,Hungarian,1,32,32,0.677777777777778,0.578845167894716,36.1290322580645,1.31111111111111,19,0.59375,,,,
La Comparsa,Ernesto Lecuona,Desconocido,Desconocido,Wikifonia/Ernesto Lecuona - La Comparsa.mxl,No Lyrics,1.08333333333333,156,144,0.600446428571428,0.6524847951059,50.6998091514221,1.20089285714286,68,0.435897435897436,,,,
A Nice Cup of Tea,A.P.Herbert,Desconocido,Desconocido,"Wikifonia/A.P.Herbert, Henry Sullivan - A Nice Cup of Tea.mxl",English,0.612068965517241,71,116,1.15151515151515,1.05757141615849,26.3401360544218,2.28282828282828,32,0.450704225352113,,,,
God Only Knows,Brian Wilson,2021,Desconocido,"Wikifonia/Brian Wilson, Tony Asher - God Only Knows.mxl",English,0.538461538461538,84,156,1.216,1.21271486068793,27.0390653523184,1.864,42,0.5,,,,
I Love You Lord,Laurie Klein,Desconocido,Desconocido,"Wikifonia/Laurie Klein, 1978 - I Love You Lord.mxl",English,0.44,44,100,1,0.945220938696779,37.6375046142488,3,29,0.659090909090909,,,,
One by One,Jack Anglin,1974,"rock, black metal","Wikifonia/Jack Anglin, Johnnie Wright, Jim Anglin - One by One.mxl",English,0.625,90,144,1.24545454545455,1.23719891570628,43.0461922596754,4.83636363636364,39,0.433333333333333,,,,
